Postcode,Total,Males,Females,Occupied_Households,Number of connections, Average Speed/Mbps , Median Speed/Mbps , Maximum Speed/Mbps
MK417DT,18,8,10,10,7,24.4,20,>=30
MK417DU,35,18,17,12,9,>=30,>=30,>=30
MK417DX,31,13,18,17,12,14.4,4.6,>=30
MK417DY,21,12,9,11,9,20.2,7,>=30
MK417DZ,9,3,6,6,5,25.3,7.8,>=30
MK417EA,26,11,15,12,8,22.2,12.6,>=30
MK417EB,52,25,27,21,20,28.7,20,>=30
MK417ED,65,37,28,30,18,22.2,14.3,>=30
MK417EE,17,9,8,8,5,12.9,5.4,>=30
MK417EF,78,40,38,28,26,27.1,20,>=30
MK417EG,53,27,26,21,19,>=30,>=30,>=30
MK417EJ,36,15,21,18,15,26.5,>=30,>=30
MK417EL,70,28,42,32,23,28.7,20,>=30
MK417EN,14,9,5,5,4,14.5,12.5,>=30
MK417EP,29,17,12,12,9,>=30,20,>=30
MK417EQ,37,18,19,15,13,>=30,>=30,>=30
MK417ER,70,31,39,26,24,25.7,23.7,>=30
MK417ES,31,15,16,12,6,28.4,20,>=30
MK417ET,15,5,10,8,5,26,>=30,>=30
MK417EU,12,7,5,9,6,26.9,25,>=30
MK417EW,8,1,7,6,4,7.8,4.2,20
MK417EY,14,6,8,7,3,>=30,20,>=30
MK417FB,37,10,27,37,2,N/A,N/A,N/A
MK417FD,276,129,147,83,79,2,2.1,8.1
MK417FE,161,75,86,52,43,13.4,3.6,>=30
MK417FF,72,38,34,25,20,17.4,5.1,>=30
MK417FG,51,25,26,19,18,1.7,1.9,2.8
MK417FH,119,61,58,35,34,1.8,1.9,3.1
MK417FJ,31,12,19,10,9,1.8,1.8,2.4
MK417FL,25,11,14,8,18,1.8,1.9,3.1
MK417FP,64,29,35,23,15,3,1.8,20.9
MK417FQ,26,12,14,12,9,1.1,1.2,2.1
MK417FR,10,5,5,6,5,1,1.3,1.5
MK417FS,85,39,46,33,31,2,1.6,15
MK417FW,19,10,9,4,12,1.2,1,2.1
MK417FX,16,6,10,11,4,0.6,0.4,1.2
MK417GA,137,68,69,42,33,2.3,2.3,3.6
MK417GB,111,48,63,35,30,2.2,2.3,3.5
MK417GD,76,27,49,8,9,1.5,1.6,2.3
MK417GE,44,20,24,15,14,2.2,2.4,3.1
MK417GF,36,16,20,11,10,2.7,3,3.4
MK417GG,164,81,83,53,48,2,2,3.4
MK417GH,9,3,6,3,28,1.4,1.5,2.5
MK417HH,8,4,4,4,3,7.9,2.2,20
MK417HJ,11,6,5,5,3,>=30,>=30,>=30
MK417HL,25,14,11,11,12,15.9,13.5,>=30
MK417HN,55,27,28,23,20,25.8,22.4,>=30
MK417HP,10,5,5,4,3,>=30,8.1,>=30
MK417HR,46,29,17,17,17,>=30,>=30,>=30
MK417HS,38,18,20,20,16,20.6,9.4,>=30
MK417HT,35,17,18,12,9,21.9,>=30,>=30
MK417HU,86,41,45,38,34,24.9,20,>=30
MK417HW,78,36,42,34,23,28.1,25,>=30
MK417HX,75,31,44,38,30,18.9,20,>=30
MK417HY,89,44,45,37,28,22,20,>=30
MK417HZ,64,31,33,28,21,>=30,20,>=30
MK417JA,7,2,5,6,5,19.4,7,>=30
MK417JB,33,13,20,15,12,25,5.8,>=30
MK417JD,73,35,38,33,29,>=30,20,>=30
MK417JE,30,16,14,9,8,>=30,>=30,>=30
MK417JF,3,2,1,2,<3,N/A,N/A,N/A
MK417JN,15,7,8,6,7,>=30,>=30,>=30
MK417JP,75,36,39,35,24,20.4,7.2,>=30
MK417JR,33,16,17,15,9,29.6,>=30,>=30
MK417JS,50,24,26,20,14,>=30,>=30,>=30
MK417JT,67,28,39,28,20,26.2,20,>=30
MK417JU,68,31,37,26,20,>=30,>=30,>=30
MK417JW,92,44,48,39,40,26.9,20,>=30
MK417JX,61,26,35,29,19,21.1,13.6,>=30
MK417JY,52,27,25,22,19,25,20,>=30
MK417JZ,82,42,40,32,24,17.3,20,>=30
MK417LA,72,32,40,34,28,20.4,13.5,>=30
MK417LB,83,42,41,33,29,29.8,>=30,>=30
MK417LG,18,7,11,5,4,16.5,16.1,19
MK417LH,38,20,18,14,12,14,12.5,>=30
MK417LJ,69,31,38,27,21,26.9,20,>=30
MK417LP,36,21,15,13,11,20.3,20,>=30
MK417LQ,21,11,10,9,11,20.5,18,>=30
MK417LR,13,4,9,4,3,15.7,9,>=30
MK417LS,36,20,16,15,11,29.5,7.3,>=30
MK417LT,46,22,24,18,14,>=30,>=30,>=30
MK417LU,47,22,25,19,14,24.4,13.5,>=30
MK417LY,23,15,8,8,6,>=30,>=30,>=30
MK417LZ,44,22,22,20,16,20.7,20,>=30
MK417NA,29,13,16,13,9,20.5,12.7,>=30
MK417NB,28,13,15,10,8,17.4,13.9,>=30
MK417ND,51,27,24,17,16,>=30,>=30,>=30
MK417NE,50,27,23,19,13,21.7,>=30,>=30
MK417NG,31,17,14,15,11,24.7,20,>=30
MK417NH,5,3,2,1,<3,N/A,N/A,N/A
MK417NJ,42,20,22,18,14,23.9,20,>=30
MK417NL,58,28,30,24,21,>=30,20,>=30
MK417NP,42,25,17,20,16,27.8,20,>=30
MK417NQ,7,4,3,3,3,17.5,14.3,>=30
MK417NR,14,8,6,7,6,>=30,>=30,>=30
MK417NS,46,22,24,19,13,21.5,16.7,>=30
MK417NW,57,33,24,22,20,21.6,20,>=30
MK417NX,50,25,25,22,15,24.5,20,>=30
MK417NY,15,8,7,5,5,>=30,>=30,>=30
MK417NZ,9,4,5,5,4,24.3,25.1,>=30
MK417PL,1,1,0,1,2,N/A,N/A,N/A
MK417PN,38,19,19,21,17,29.8,20,>=30
MK417PP,141,84,57,79,48,25.6,20,>=30
MK417PR,10,5,5,5,3,16.1,16.1,20
MK417PW,95,57,38,67,38,>=30,>=30,>=30
MK417PY,24,13,11,10,11,>=30,>=30,>=30
MK417PZ,5,2,3,2,10,26.1,7.6,>=30
MK417QA,33,14,19,16,12,29.1,15,>=30
MK417QB,19,10,9,9,9,19.2,20,>=30
MK417QD,22,8,14,10,9,>=30,>=30,>=30
MK417QE,13,7,6,5,3,13.5,6,>=30
MK417QF,16,6,10,7,11,10.6,3,>=30
MK417QG,22,9,13,7,7,25.5,5.8,>=30
MK417QH,10,5,5,6,4,22.6,25,>=30
MK417QJ,14,6,8,6,6,14.6,20,20
MK417QL,4,2,2,2,<3,N/A,N/A,N/A
MK417QN,44,19,25,20,14,20.3,20,>=30
MK417QP,14,6,8,8,7,25.9,20,>=30
MK417QQ,19,9,10,7,9,>=30,>=30,>=30
MK417QR,66,34,32,27,23,>=30,>=30,>=30
MK417QS,76,32,44,33,24,16.7,6.1,>=30
MK417QT,85,41,44,39,29,28.7,20,>=30
MK417QU,91,35,56,34,28,27.5,20,>=30
MK417QW,19,9,10,8,8,22.4,20,>=30
MK417QX,95,46,49,44,35,19.2,20,>=30
MK417QY,84,43,41,34,26,>=30,>=30,>=30
MK417RB,1,1,0,1,<3,N/A,N/A,N/A
MK417RE,83,33,50,34,25,27.7,20,>=30
MK417RF,20,11,9,10,7,16.1,17.7,>=30
MK417RG,35,23,12,19,11,>=30,19.8,>=30
MK417RH,95,45,50,35,33,25.2,20,>=30
MK417RL,85,50,35,38,27,>=30,20,>=30
MK417RN,82,40,42,33,28,>=30,>=30,>=30
MK417RP,104,48,56,42,41,28.8,19.4,>=30
MK417RQ,143,73,70,58,42,27.4,20,>=30
MK417RR,97,54,43,43,29,27.2,20,>=30
MK417RS,104,57,47,37,22,>=30,>=30,>=30
MK417RT,130,52,78,44,32,24.8,20,>=30
MK417RU,35,22,13,17,10,27.4,25,>=30
MK417RW,87,41,46,29,22,25.1,20,>=30
MK417RX,64,35,29,24,15,25.4,17.8,>=30
MK417RY,16,6,10,9,5,>=30,20,>=30
MK417RZ,140,75,65,64,46,24.7,20,>=30
MK417SB,27,18,9,9,8,27.4,25,>=30
MK417SD,137,71,66,62,49,25.9,18.6,>=30
MK417SE,106,57,49,50,40,25.9,17.8,>=30
MK417SG,18,7,11,8,7,>=30,21.7,>=30
MK417SH,14,7,7,5,2,N/A,N/A,N/A
MK417SJ,94,52,42,30,29,25.7,20,>=30
MK417SL,26,12,14,12,10,>=30,>=30,>=30
MK417SQ,50,33,17,24,15,21.6,15.4,>=30
MK417ST,33,14,19,16,14,>=30,21.4,>=30
MK417SU,13,6,7,5,4,>=30,25.5,>=30
MK417SX,37,20,17,12,10,>=30,25,>=30
MK417SY,30,17,13,10,10,22.2,23.9,>=30
MK417SZ,11,5,6,4,3,>=30,20,>=30
MK417TA,34,18,16,13,9,>=30,20,>=30
MK417TB,118,61,57,39,34,28.1,20,>=30
MK417TD,5,2,3,2,2,N/A,N/A,N/A
MK417TE,51,24,27,22,17,>=30,25.1,>=30
MK417TF,6,3,3,3,2,N/A,N/A,N/A
MK417TG,13,8,5,7,5,17.6,17,>=30
MK417TH,7,5,2,2,3,>=30,>=30,>=30
MK417TJ,4,1,3,2,0,N/A,N/A,N/A
MK417TP,28,15,13,12,11,19.3,6.4,>=30
MK417TQ,25,16,9,13,11,>=30,>=30,>=30
MK417TR,37,19,18,12,12,22.2,25,>=30
MK417TS,28,16,12,12,8,>=30,>=30,>=30
MK417TT,47,19,28,15,12,>=30,>=30,>=30
MK417TU,31,13,18,10,8,>=30,>=30,>=30
MK417TW,4,2,2,1,<3,N/A,N/A,N/A
MK417TX,46,22,24,17,15,24,20,>=30
MK417TY,29,13,16,12,11,>=30,20,>=30
MK417TZ,24,14,10,12,9,17.6,20,>=30
MK417UA,32,13,19,13,8,28,19.5,>=30
MK417UB,27,11,16,10,10,29.3,5.2,>=30
MK417UD,38,19,19,14,10,20.7,12,>=30
MK417UE,32,17,15,11,9,>=30,>=30,>=30
MK417UG,39,19,20,15,13,21.9,20,>=30
MK417UH,39,22,17,15,15,26.1,20.9,>=30
MK417UJ,51,24,27,20,18,23,20,>=30
MK417UL,95,47,48,41,40,23.1,20,>=30
MK417UN,30,17,13,11,11,27.6,>=30,>=30
MK417UP,15,7,8,7,5,20.7,20,>=30
MK417UQ,59,29,30,24,20,24.8,20,>=30
MK417UR,32,13,19,10,9,19.9,6.1,>=30
MK417UT,6,2,4,4,3,20,20,20
MK417UU,9,3,6,6,4,>=30,>=30,>=30
MK417UW,16,8,8,7,6,>=30,>=30,>=30
MK417UX,30,16,14,9,8,>=30,>=30,>=30
MK417UY,23,11,12,9,11,>=30,>=30,>=30
MK417XA,68,31,37,35,27,22.6,25,>=30
MK417XB,41,25,16,17,12,27.4,28.7,>=30
MK417XD,15,9,6,6,6,12.3,12,26.1
MK417XE,76,41,35,29,19,26.5,20,>=30
MK417XF,74,36,38,30,25,26.5,20,>=30
MK417XG,36,16,20,13,11,16.8,2.6,>=30
MK417XH,43,20,23,21,16,24.3,20,>=30
MK417XJ,37,21,16,11,9,21.4,>=30,>=30
MK417XL,41,20,21,19,14,>=30,>=30,>=30
MK417XN,98,48,50,41,34,26.8,20,>=30
MK417XP,77,37,40,28,24,25.5,29.7,>=30
MK417XQ,58,31,27,23,20,25.7,20,>=30
MK417XR,20,12,8,7,5,14.8,20,>=30
MK417XS,24,9,15,11,6,>=30,>=30,>=30
MK417XT,22,11,11,9,9,21.9,20,>=30
MK417XU,48,22,26,19,11,22.4,20,>=30
MK417XW,103,41,62,36,33,20.2,20,>=30
MK417XX,74,33,41,29,22,17.3,20,>=30
MK417XY,29,16,13,9,10,22.5,20,>=30
MK417YA,10,5,5,5,3,12,3.8,>=30
MK417YB,28,14,14,13,11,17.7,6.2,>=30
MK417YD,72,34,38,30,25,23.7,20,>=30
MK417YF,81,41,40,33,29,29.7,22.4,>=30
MK417YG,9,6,3,3,3,>=30,27.4,>=30
MK417YH,76,39,37,34,28,18.5,20,>=30
MK417YJ,71,35,36,34,22,27.6,20,>=30
MK417YL,23,12,11,9,8,24,25,>=30
MK417YN,67,34,33,29,25,27,20.2,>=30
MK417YP,49,23,26,24,19,24.1,20,>=30
MK417YQ,83,41,42,34,30,27.6,25,>=30
MK417YR,45,22,23,19,18,29.2,25,>=30
MK417YS,4,2,2,2,<3,N/A,N/A,N/A
MK417YT,66,35,31,23,21,27,20,>=30
MK417YU,48,25,23,16,13,>=30,>=30,>=30
MK417YW,28,14,14,12,12,13.1,2.1,>=30
MK417YX,34,18,16,14,13,23.9,20,>=30
MK417YY,19,9,10,7,6,>=30,>=30,>=30
MK417YZ,6,3,3,2,<3,N/A,N/A,N/A
MK418AA,35,17,18,14,15,24.5,20,>=30
MK418AB,29,15,14,10,11,>=30,20,>=30
MK418AD,36,17,19,14,12,>=30,>=30,>=30
MK418AE,54,29,25,14,12,22.9,13.3,>=30
MK418AF,37,18,19,11,10,28.5,20,>=30
MK418AG,19,10,9,9,6,25.1,10.9,>=30
MK418AH,5,3,2,2,<3,N/A,N/A,N/A
MK418AJ,26,13,13,12,9,>=30,23.4,>=30
MK418AL,17,8,9,8,7,5.8,3.8,20
MK418AN,54,27,27,24,22,4.5,4.8,7.4
MK418AP,94,52,42,38,33,28.9,20,>=30
MK418AQ,28,14,14,8,8,24.2,20,>=30
MK418AR,61,29,32,30,18,19.9,14.5,>=30
MK418AS,40,21,19,15,13,>=30,>=30,>=30
MK418AT,14,8,6,7,5,27.6,16.2,>=30
MK418AU,65,34,31,28,24,24.6,>=30,>=30
MK418AW,27,14,13,13,11,18.8,6.7,>=30
MK418AX,67,33,34,26,24,>=30,>=30,>=30
MK418AY,18,10,8,7,7,>=30,>=30,>=30
MK418AZ,54,29,25,20,15,>=30,20,>=30
MK418BA,27,13,14,12,9,15.2,20,>=30
MK418BB,39,22,17,16,14,24.9,20,>=30
MK418BD,45,22,23,24,19,28.4,>=30,>=30
MK418BE,84,45,39,33,26,28.4,20,>=30
MK418BG,98,49,49,34,34,24.4,20,>=30
MK418BH,18,8,10,3,3,>=30,20,>=30
MK418BL,112,53,59,43,36,27.1,20,>=30
MK418BN,12,6,6,7,3,14.7,7.6,>=30
MK418BP,46,23,23,20,16,24.9,20,>=30
MK418BQ,47,26,21,20,17,22.1,20,>=30
MK418BS,60,29,31,26,17,>=30,>=30,>=30
MK418BT,67,31,36,30,21,18.7,5,>=30
MK418BU,86,42,44,29,22,20,20,>=30
MK418BW,97,47,50,36,33,24.2,20,>=30
MK418BX,36,18,18,15,7,7,6.6,20
MK418BY,45,26,19,18,15,24.2,20,>=30
MK418BZ,30,16,14,12,11,24.6,8.2,>=30
MK418DA,57,27,30,27,17,16.9,18.1,>=30
MK418DB,91,46,45,38,31,22,18.3,>=30
MK418DD,95,48,47,35,31,24.5,20,>=30
MK418DE,45,25,20,18,17,20.1,6.1,>=30
MK418DF,37,18,19,13,12,21.2,7.7,>=30
MK418DG,19,11,8,8,7,22.2,20,>=30
MK418DH,27,15,12,8,7,14.6,6.1,>=30
MK418DJ,83,38,45,34,33,27.8,20,>=30
MK418DL,37,22,15,12,12,18.3,13.8,>=30
MK418DN,35,18,17,21,11,>=30,20,>=30
MK418DP,38,19,19,16,13,26.7,20,>=30
MK418DQ,4,3,1,2,<3,N/A,N/A,N/A
MK418DR,42,25,17,13,8,21.2,20,>=30
MK418DS,30,14,16,13,10,>=30,20,>=30
MK418DT,39,17,22,16,14,20.4,10.5,>=30
MK418DU,86,44,42,38,39,22.9,15.1,>=30
MK418DW,26,16,10,9,10,26,20,>=30
MK418DX,70,39,31,27,24,23.7,15.2,>=30
MK418DY,49,24,25,19,15,5.3,5.6,8.1
MK418EA,51,22,29,23,20,>=30,>=30,>=30
MK418EB,86,40,46,36,34,21,20,>=30
MK418ED,50,26,24,19,15,24.9,20,>=30
MK418EE,42,23,19,15,13,>=30,20,>=30
MK418EF,22,11,11,12,6,28.4,>=30,>=30
MK418EG,60,29,31,22,16,>=30,>=30,>=30
MK418EH,33,15,18,12,8,>=30,>=30,>=30
MK418EJ,45,22,23,19,20,>=30,25,>=30
MK418EL,28,14,14,12,9,27.1,20,>=30
MK418EN,13,5,8,4,3,17.5,20,>=30
MK418EP,11,4,7,9,2,N/A,N/A,N/A
MK418EQ,20,10,10,9,7,22,20,>=30
MK418ER,30,14,16,18,11,16.4,2.6,>=30
MK418ES,57,29,28,23,17,21.5,20,>=30
MK418ET,69,33,36,25,21,>=30,20,>=30
MK418EU,15,6,9,8,6,23.9,25,>=30
MK418EW,37,15,22,18,10,29.8,>=30,>=30
MK418EX,15,5,10,12,4,>=30,>=30,>=30
MK418EY,35,16,19,26,13,13.4,3.6,>=30
MK418HA,40,19,21,18,15,29.7,25.3,>=30
MK418HD,8,3,5,4,2,N/A,N/A,N/A
MK418HE,26,13,13,11,6,>=30,>=30,>=30
MK418HG,14,8,6,4,1,N/A,N/A,N/A
MK418HH,18,9,9,9,7,12.8,6,>=30
MK418HJ,71,37,34,29,24,22.2,20,>=30
MK418HL,34,18,16,12,9,>=30,>=30,>=30
MK418HN,33,15,18,16,13,24.8,>=30,>=30
MK418HP,36,18,18,15,13,20.7,20,>=30
MK418HQ,55,15,40,11,9,>=30,20,>=30
MK418HR,55,28,27,18,17,19.5,20,>=30
MK418HS,56,32,24,17,18,>=30,>=30,>=30
MK418HT,60,25,35,25,18,13.4,4.4,>=30
MK418HU,83,45,38,30,17,>=30,20,>=30
MK418HW,93,46,47,38,31,29.1,20,>=30
MK418HX,47,26,21,24,10,>=30,25,>=30
MK418HY,98,44,54,38,28,16.9,4.9,>=30
MK418HZ,130,61,69,53,48,22.4,20,>=30
MK418JA,13,5,8,9,1,N/A,N/A,N/A
MK418JB,95,50,45,38,25,23.9,19.7,>=30
MK418JD,23,12,11,9,5,>=30,>=30,>=30
MK418JE,23,11,12,14,10,13.1,3.6,>=30
MK418JF,92,47,45,34,31,21.4,20,>=30
MK418JG,29,12,17,14,9,18.2,20,>=30
MK418JH,21,13,8,7,6,13.3,12.5,>=30
MK418JJ,43,20,23,16,15,25.7,>=30,>=30
MK418JL,40,21,19,19,13,21.2,20,>=30
MK418JN,27,13,14,9,10,>=30,>=30,>=30
MK418JP,42,21,21,19,14,24.8,25,>=30
MK418JQ,17,7,10,12,5,14,11.5,>=30
MK418JR,55,26,29,21,19,>=30,>=30,>=30
MK418JS,23,12,11,10,8,20.9,13.9,>=30
MK418JT,28,15,13,11,11,29.6,20,>=30
MK418JU,29,10,19,15,12,>=30,25,>=30
MK418JW,40,21,19,13,11,>=30,>=30,>=30
MK418JX,83,44,39,31,27,19.7,7.9,>=30
MK418JY,20,10,10,12,7,27.6,8.2,>=30
MK418JZ,30,15,15,13,14,19.6,5.8,>=30
MK418LA,33,15,18,13,9,>=30,>=30,>=30
MK418LB,22,12,10,8,7,>=30,>=30,>=30
MK418LD,11,3,8,8,3,21.7,5.7,>=30
MK418LE,37,16,21,18,13,20.7,20,>=30
MK418LF,14,7,7,7,3,>=30,>=30,>=30
MK418LG,56,22,34,22,21,22.3,20,>=30
MK418LH,29,15,14,14,13,>=30,20,>=30
MK418LJ,14,6,8,6,6,19.4,11.6,>=30
MK418LL,38,17,21,14,14,26.5,25,>=30
MK418LN,36,17,19,15,15,25.9,20,>=30
MK418LP,18,7,11,8,6,7.1,5.3,20
MK418LQ,23,9,14,7,7,18.6,20,>=30
MK418LR,21,10,11,8,7,>=30,>=30,>=30
MK418LS,8,3,5,5,2,N/A,N/A,N/A
MK418LT,26,11,15,11,11,18.6,20,>=30
MK418LU,9,3,6,7,5,21.4,22.5,>=30
MK418LX,21,10,11,7,5,>=30,20,>=30
MK418NA,59,24,35,25,18,17.3,5.4,>=30
MK418NB,48,22,26,22,14,18,20,>=30
MK418ND,29,11,18,14,8,23.8,>=30,>=30
MK418NJ,59,28,31,34,25,23.5,5,>=30
MK418NL,8,4,4,5,4,16.4,17.6,27.3
MK418NN,38,19,19,18,12,>=30,9.5,>=30
MK418NP,19,10,9,7,4,18.4,5.3,>=30
MK418NR,16,8,8,7,7,>=30,>=30,>=30
MK418NS,32,19,13,11,9,29.1,20,>=30
MK418NT,30,15,15,14,12,25.5,12.6,>=30
MK418NU,33,17,16,11,13,>=30,>=30,>=30
MK418NW,18,4,14,13,5,15.7,20,>=30
MK418NX,43,21,22,18,9,16.6,20,>=30
MK418NY,54,27,27,22,15,29.8,>=30,>=30
MK418PA,32,17,15,13,13,28,20,>=30
MK418PB,30,15,15,14,13,24,>=30,>=30
MK418PD,31,16,15,14,11,23,20,>=30
MK418PE,42,18,24,17,14,18.1,20,>=30
MK418PG,51,18,33,18,15,24.9,20,>=30
MK418PQ,53,29,24,20,19,>=30,25,>=30
MK418QA,29,14,15,10,11,26.8,>=30,>=30
MK418QB,30,16,14,13,13,10.7,4.9,>=30
MK418QD,23,10,13,10,10,17,20,>=30
MK418QE,22,11,11,8,9,>=30,>=30,>=30
MK418QF,13,6,7,7,6,>=30,>=30,>=30
MK418QG,24,10,14,9,9,17.5,20.5,>=30
MK418QH,51,25,26,23,16,>=30,>=30,>=30
MK418QJ,13,7,6,4,3,28.2,>=30,>=30
MK418QL,7,5,2,2,<3,N/A,N/A,N/A
MK418QN,83,30,53,32,19,24,19.4,>=30
MK418QP,46,14,32,16,14,23,25,>=30
MK418QQ,7,3,4,5,3,>=30,>=30,>=30
MK418QR,15,7,8,7,5,20.2,10,>=30
MK418QS,26,13,13,20,10,26.9,>=30,>=30
MK418QT,127,57,70,65,30,24.2,20,>=30
MK418QU,12,6,6,6,5,>=30,20,>=30
MK418QW,68,36,32,26,16,>=30,>=30,>=30
MK418QX,31,15,16,15,11,22.9,2.9,>=30
MK418QY,11,4,7,3,3,>=30,>=30,>=30
MK418QZ,14,7,7,5,3,29.9,>=30,>=30
MK418RB,6,4,2,2,<3,N/A,N/A,N/A
MK418RD,8,4,4,4,4,>=30,>=30,>=30
MK418RE,29,14,15,10,9,21.1,>=30,>=30
MK418RF,63,32,31,21,20,18,12.5,>=30
MK418RG,48,22,26,18,17,19,20,>=30
MK418RH,101,48,53,41,30,>=30,20,>=30
MK418RJ,44,22,22,17,14,>=30,>=30,>=30
MK418RL,37,16,21,13,13,16.4,20,>=30
MK418RN,58,30,28,25,19,18.7,5.5,>=30
MK418RP,15,6,9,7,5,6.7,5.7,10.2
MK418RQ,57,31,26,19,20,>=30,20.9,>=30
MK418RS,36,12,24,31,7,17.5,11.8,>=30
MK418RW,41,20,21,15,14,27.8,20,>=30
MK418YR,4,1,3,1,<3,N/A,N/A,N/A
MK419AA,2,1,1,1,<3,N/A,N/A,N/A
MK419AB,75,33,42,26,23,25.6,20,>=30
MK419AD,59,26,33,22,20,22.4,20,>=30
MK419AE,38,19,19,16,14,22.8,7,>=30
MK419AF,40,19,21,15,14,>=30,15.1,>=30
MK419AG,43,22,21,15,14,>=30,>=30,>=30
MK419AH,35,16,19,12,11,25.7,20,>=30
MK419AJ,54,30,24,21,18,>=30,22.4,>=30
MK419AL,60,31,29,25,20,24.5,20,>=30
MK419AN,65,35,30,26,22,20.3,20,>=30
MK419AP,52,20,32,29,20,26,20,>=30
MK419AQ,12,5,7,5,3,14.8,3.3,>=30
MK419AR,21,11,10,12,8,23.5,9.2,>=30
MK419AS,41,18,23,20,13,>=30,>=30,>=30
MK419AU,6,3,3,3,2,N/A,N/A,N/A
MK419AW,83,42,41,31,27,23.4,10.7,>=30
MK419AX,15,8,7,4,4,21.9,2.9,>=30
MK419BD,495,183,312,3,0,N/A,N/A,N/A
MK419BE,8,2,6,3,0,N/A,N/A,N/A
MK419BG,15,8,7,8,6,26.7,20,>=30
MK419BH,53,28,25,20,13,>=30,20,>=30
MK419BJ,8,5,3,4,3,11,7,20
MK419BL,30,15,15,12,9,16.6,20,>=30
MK419BN,83,45,38,35,23,24.5,20,>=30
MK419BP,54,30,24,16,12,26.6,>=30,>=30
MK419BQ,36,14,22,15,12,28.2,20,>=30
MK419BS,31,15,16,10,11,10.9,2.4,>=30
MK419BT,17,8,9,9,6,11.9,6.3,>=30
MK419BU,63,29,34,27,19,23.8,14.1,>=30
MK419BW,28,12,16,12,10,>=30,14.2,>=30
MK419BX,7,4,3,3,2,N/A,N/A,N/A
MK419BY,45,20,25,19,17,15.5,9.7,>=30
MK419BZ,24,11,13,13,7,21.9,5.6,>=30
MK419DA,118,52,66,48,38,20.8,20,>=30
MK419DB,8,4,4,4,2,N/A,N/A,N/A
MK419DD,17,8,9,8,5,23,8.1,>=30
MK419DE,62,30,32,28,23,22.1,20,>=30
MK419DF,90,41,49,34,28,28.1,20,>=30
MK419DG,87,44,43,31,25,17.8,20,>=30
MK419DJ,42,28,14,27,9,2.3,2.3,3.7
MK419DL,13,8,5,6,7,19.7,11.9,>=30
MK419DN,25,8,17,9,8,>=30,25,>=30
MK419DP,20,7,13,9,8,23.2,20,>=30
MK419DS,26,15,11,10,13,21.4,20,>=30
MK419DT,1,1,0,1,<3,N/A,N/A,N/A
MK419DU,59,30,29,20,17,>=30,20,>=30
MK419DW,49,26,23,23,22,>=30,25,>=30
MK419EA,133,59,74,0,0,N/A,N/A,N/A
MK419EB,15,7,8,8,6,>=30,>=30,>=30
MK419ED,29,14,15,10,9,>=30,20,>=30
MK419EE,29,12,17,15,10,25.4,20,>=30
MK419EF,24,13,11,11,8,19.7,17.7,>=30
MK419EG,55,25,30,20,16,>=30,20,>=30
MK419EH,72,37,35,31,21,23.1,20,>=30
MK419EJ,45,19,26,18,15,23,9.1,>=30
MK419EL,46,22,24,23,11,22.2,20,>=30
MK419EN,109,57,52,44,32,28.9,25,>=30
MK419EP,107,55,52,44,34,26.8,25.5,>=30
MK419EQ,63,31,32,32,27,26.6,11.5,>=30
MK419ER,70,36,34,36,25,16.7,16.5,>=30
MK419EW,76,37,39,33,27,29.4,>=30,>=30
MK419HA,72,32,40,24,22,19.9,20,>=30
MK419HB,118,52,66,35,28,25.8,20,>=30
MK419HD,63,31,32,24,15,14.5,4.9,>=30
MK419HE,61,28,33,27,18,17.7,13.3,>=30
MK419HF,11,4,7,8,4,11.7,12.3,20
MK419HG,82,52,30,31,19,>=30,>=30,>=30
MK419HH,36,16,20,15,10,19.8,12.6,>=30
MK419HJ,12,6,6,5,3,10,5.4,20
MK419HL,33,13,20,13,11,29.3,25,>=30
MK419HN,25,11,14,11,5,27.5,>=30,>=30
MK419HP,49,22,27,25,11,21.9,20,>=30
MK419HQ,9,6,3,4,4,9.8,4.1,>=30
MK419HR,7,1,6,6,0,N/A,N/A,N/A
MK419HS,54,26,28,23,17,29,>=30,>=30
MK419HT,95,42,53,34,22,>=30,>=30,>=30
MK419HU,119,58,61,47,34,22.5,20,>=30
MK419HW,10,3,7,10,1,N/A,N/A,N/A
MK419HX,10,7,3,4,3,>=30,>=30,>=30
MK419HY,65,26,39,23,18,18.5,20,>=30
MK419HZ,40,21,19,15,11,23.8,5,>=30
MK419JA,53,29,24,20,13,27.8,20,>=30
MK419JB,79,40,39,27,21,15.6,20,>=30
MK419JD,26,13,13,10,6,17.7,20,>=30
MK419JE,26,10,16,13,8,28.8,>=30,>=30
MK419JF,21,8,13,11,7,17,2.9,>=30
MK419JG,35,16,19,17,12,14,12.2,>=30
MK419JQ,109,43,66,46,32,>=30,>=30,>=30
MK419JX,11,4,7,7,5,27.5,6.7,>=30
MK419JY,32,14,18,13,11,22.9,20,>=30
MK419JZ,74,36,38,31,23,21.1,20,>=30
MK419LA,29,18,11,9,9,>=30,>=30,>=30
MK419LB,21,15,6,8,7,25.8,20,>=30
MK419LD,87,51,36,29,24,24.4,7.6,>=30
MK419LE,42,19,23,19,20,19.2,7,>=30
MK419LF,56,26,30,27,19,>=30,25,>=30
MK419LG,69,37,32,21,18,27.4,4.8,>=30
MK419LH,37,18,19,14,11,15.5,7.7,>=30
MK419LJ,75,33,42,27,22,29.3,25,>=30
MK419LL,79,43,36,34,24,13.1,6.8,>=30
MK419LP,71,39,32,32,19,17.9,5.8,>=30
