postcode,"postcodelat","postcodelong","lsoacode","lsoaname","lsoalat","lsoalong","IMD-rank"
MK44 1BT,"52.258485","-0.460402","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EH,"52.254310","-0.483094","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DS,"52.256256","-0.469446","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BU,"52.267021","-0.459271","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DT,"52.252620","-0.477497","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EJ,"52.253175","-0.484290","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DU,"52.249900","-0.482029","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DA,"52.258289","-0.500336","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BX,"52.250766","-0.504164","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EL,"52.254072","-0.480670","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BY,"52.271952","-0.465080","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1FB,"52.254170","-0.471554","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DX,"52.251348","-0.480675","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DD,"52.253694","-0.475087","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BZ,"52.246725","-0.498880","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BF,"52.252281","-0.484042","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EN,"52.257269","-0.469939","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DY,"52.251973","-0.481767","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DE,"52.253468","-0.473600","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DZ,"52.251404","-0.482959","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DF,"52.255113","-0.472840","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EP,"52.254960","-0.480479","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DG,"52.254600","-0.472125","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EQ,"52.253918","-0.481936","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DH,"52.255470","-0.469825","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1ER,"52.254966","-0.478852","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1ES,"52.252607","-0.482771","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DJ,"52.256439","-0.470377","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1SJ,"52.254103","-0.475380","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EA,"52.251786","-0.482609","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DL,"52.255379","-0.468392","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EB,"52.252480","-0.481281","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EW,"52.253018","-0.473542","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DN,"52.253909","-0.476369","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1SN,"52.248634","-0.481515","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EE,"52.250351","-0.482204","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DP,"52.254968","-0.469271","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EF,"52.247218","-0.488185","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DQ,"52.255930","-0.472036","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1BS,"52.262220","-0.474560","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1EG,"52.252918","-0.480402","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK44 1DR,"52.257547","-0.468493","E01017541","Bedford 001B","52.25291","-0.47990",20615
MK43 7DQ,"52.201996","-0.605323","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BS,"52.206180","-0.614792","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EG,"52.188328","-0.639103","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AJ,"52.213357","-0.582353","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DR,"52.203709","-0.605006","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BT,"52.205991","-0.623154","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EH,"52.200259","-0.620449","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DS,"52.198355","-0.601544","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7FR,"52.202726","-0.609280","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BU,"52.206071","-0.622347","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7FS,"52.203002","-0.609857","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BB,"52.211828","-0.583075","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EJ,"52.195798","-0.645240","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DU,"52.199506","-0.604581","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DA,"52.201471","-0.608807","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BW,"52.203121","-0.612312","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DB,"52.200474","-0.609702","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EL,"52.196208","-0.644145","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DW,"52.203561","-0.606913","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7FB,"52.202440","-0.608704","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BE,"52.202699","-0.613086","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AP,"52.208326","-0.604627","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DX,"52.202579","-0.605202","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DY,"52.203056","-0.606753","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DE,"52.199945","-0.612147","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BG,"52.202510","-0.612301","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK44 1JW,"52.216042","-0.562009","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AR,"52.207129","-0.601489","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DF,"52.202074","-0.607340","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BH,"52.201738","-0.611696","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EP,"52.202778","-0.634492","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AS,"52.208979","-0.589942","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DG,"52.200714","-0.607177","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AT,"52.209431","-0.587908","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DH,"52.204188","-0.603659","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BJ,"52.202024","-0.613838","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7ER,"52.202469","-0.613459","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AU,"52.208243","-0.590009","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AA,"52.214996","-0.586312","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AB,"52.219946","-0.585262","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DJ,"52.202174","-0.606678","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AX,"52.211103","-0.587079","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EA,"52.200910","-0.615380","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AD,"52.224603","-0.591980","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DL,"52.200134","-0.610619","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BN,"52.201489","-0.615757","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EB,"52.200080","-0.615157","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AE,"52.219900","-0.620046","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EW,"52.201251","-0.613848","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AF,"52.218959","-0.622695","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7BP,"52.203933","-0.613311","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7ED,"52.199753","-0.617216","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7EE,"52.198921","-0.619056","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7AH,"52.220179","-0.626273","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK43 7DP,"52.203277","-0.604200","E01017504","Bedford 002D","52.21171","-0.61673",26383
MK42 9LU,"52.122798","-0.463984","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9SG,"52.121949","-0.465722","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NU,"52.123557","-0.465608","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NA,"52.122822","-0.460974","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NB,"52.123141","-0.462672","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LX,"52.123648","-0.464992","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 0EN,"52.121954","-0.459221","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LY,"52.123397","-0.464387","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NX,"52.123340","-0.466229","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9ND,"52.122755","-0.462013","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LZ,"52.123572","-0.461912","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NY,"52.123713","-0.466567","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9TA,"52.120323","-0.456853","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 0EQ,"52.122598","-0.460324","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9PF,"52.124432","-0.465812","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9SN,"52.120911","-0.459243","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NH,"52.122815","-0.464553","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LL,"52.125050","-0.464242","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 0EW,"52.122492","-0.459115","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9NL,"52.122153","-0.466241","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9FS,"52.123987","-0.466865","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LP,"52.124546","-0.464917","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9SU,"52.120630","-0.457690","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9SA,"52.122092","-0.464300","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LR,"52.124735","-0.464253","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LS,"52.123953","-0.464265","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9LT,"52.123906","-0.463405","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 9HW,"52.121569","-0.458636","E01017472","Bedford 015A","52.12288","-0.46210",4606
MK42 0EJ,"52.126966","-0.458800","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0DU,"52.128538","-0.453194","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0HS,"52.125108","-0.454920","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0JR,"52.127269","-0.453136","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0EL,"52.127553","-0.457626","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0HT,"52.125115","-0.454131","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0JA,"52.125140","-0.456716","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0DZ,"52.127777","-0.456873","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0JB,"52.126300","-0.451256","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0EP,"52.127450","-0.458038","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0PR,"52.124822","-0.457136","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0HX,"52.126828","-0.452392","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0NT,"52.126734","-0.459612","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0HY,"52.125472","-0.455287","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0ER,"52.127969","-0.459233","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0HZ,"52.126223","-0.454282","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0EB,"52.127855","-0.455263","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0JJ,"52.127984","-0.452132","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0ED,"52.127366","-0.455032","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0PG,"52.126939","-0.459502","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0EH,"52.126573","-0.456958","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0DS,"52.126224","-0.456386","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK42 0DT,"52.127385","-0.453775","E01017523","Bedford 014F","52.12663","-0.45573",3739
MK41 0AH,"52.144646","-0.431095","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LQ,"52.143542","-0.435956","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 0AJ,"52.144681","-0.431664","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NP,"52.145004","-0.432295","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HB,"52.145921","-0.435683","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NR,"52.145410","-0.431784","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LT,"52.145556","-0.435974","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LU,"52.144917","-0.435251","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HX,"52.146251","-0.434838","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LA,"52.142533","-0.437862","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LB,"52.143052","-0.437654","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HE,"52.145683","-0.431336","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9JX,"52.142057","-0.437192","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HZ,"52.146470","-0.437096","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9JY,"52.141845","-0.438179","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NB,"52.145102","-0.437027","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LX,"52.145246","-0.434260","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LD,"52.143346","-0.438842","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HG,"52.145621","-0.430008","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9JZ,"52.142290","-0.439186","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LE,"52.142528","-0.436810","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9HH,"52.146443","-0.430316","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9ND,"52.144754","-0.437858","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LF,"52.142761","-0.435414","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NE,"52.144308","-0.436076","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LG,"52.143138","-0.433983","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NF,"52.144500","-0.434330","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9LH,"52.143845","-0.437816","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 0AA,"52.143064","-0.432466","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 0AB,"52.143409","-0.432760","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 9NH,"52.141635","-0.439969","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 0AD,"52.144091","-0.432620","E01017491","Bedford 007D","52.14413","-0.43503",23312
MK41 7UX,"52.162432","-0.454287","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8AF,"52.160015","-0.452397","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EP,"52.158924","-0.456996","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7UY,"52.162942","-0.456901","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8AG,"52.159680","-0.453549","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EQ,"52.161224","-0.456843","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TP,"52.162500","-0.454694","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7LB,"52.164031","-0.456965","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7ER,"52.160210","-0.458340","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7ES,"52.160165","-0.457640","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TR,"52.161395","-0.454776","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7AB,"52.157165","-0.455141","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TS,"52.161581","-0.455222","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7YZ,"52.164013","-0.455592","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TT,"52.162773","-0.456336","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7AD,"52.157813","-0.455236","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TU,"52.161563","-0.456656","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EB,"52.158458","-0.456368","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7AE,"52.157398","-0.456464","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EW,"52.159105","-0.457735","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7ED,"52.159932","-0.455689","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7AG,"52.158383","-0.457555","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EY,"52.157710","-0.456950","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TX,"52.162460","-0.458555","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EE,"52.158897","-0.454935","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8YR,"52.161884","-0.452960","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7TY,"52.161867","-0.459248","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EF,"52.160321","-0.454447","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7YL,"52.162054","-0.453642","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8AQ,"52.161589","-0.451772","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EG,"52.160918","-0.455450","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7UQ,"52.162004","-0.460076","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7UR,"52.161784","-0.457672","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7BB,"52.158602","-0.455004","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EJ,"52.160679","-0.457754","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7YP,"52.162854","-0.452927","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7UT,"52.162230","-0.455390","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EL,"52.160177","-0.456528","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7YR,"52.163418","-0.455495","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8AD,"52.157905","-0.453990","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7EN,"52.159388","-0.456687","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 7AQ,"52.159191","-0.458127","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK41 8AE,"52.158128","-0.453193","E01017454","Bedford 005B","52.16063","-0.45552",28298
MK44 3EB,"52.176952","-0.316334","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PQ,"52.182266","-0.395676","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QG,"52.183859","-0.388525","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BP,"52.187856","-0.312968","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EX,"52.174811","-0.316225","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3ED,"52.175294","-0.316046","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QH,"52.191634","-0.392954","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EE,"52.175576","-0.315026","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AH,"52.199397","-0.297620","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DP,"52.174946","-0.318750","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PT,"52.172412","-0.406999","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EF,"52.178966","-0.315659","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QJ,"52.184811","-0.386472","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PA,"52.183375","-0.397231","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BS,"52.190202","-0.322988","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EG,"52.175134","-0.314326","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AJ,"52.194437","-0.299112","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DR,"52.177771","-0.313247","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PB,"52.185101","-0.400519","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BT,"52.190078","-0.356992","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EH,"52.173988","-0.317763","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QL,"52.185614","-0.376159","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DS,"52.178192","-0.303051","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BA,"52.201130","-0.291232","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AL,"52.201130","-0.291232","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PX,"52.176476","-0.401018","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PD,"52.191254","-0.404731","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EJ,"52.174425","-0.317527","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QN,"52.183744","-0.381434","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PY,"52.177475","-0.408383","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DA,"52.190077","-0.337681","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PE,"52.186174","-0.405366","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BW,"52.188368","-0.318581","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AN,"52.192495","-0.300400","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DB,"52.190000","-0.356556","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PF,"52.185719","-0.404300","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BX,"52.190048","-0.339438","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BD,"52.190228","-0.299653","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EL,"52.174343","-0.314283","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QP,"52.186497","-0.412683","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BY,"52.201706","-0.295044","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BE,"52.185861","-0.303666","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QQ,"52.186503","-0.389234","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AP,"52.196758","-0.301701","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DX,"52.178804","-0.318824","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PH,"52.191339","-0.417661","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BZ,"52.201422","-0.290957","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EN,"52.167907","-0.305665","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QR,"52.182788","-0.416370","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DY,"52.182661","-0.309961","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QS,"52.182921","-0.413498","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AR,"52.205067","-0.291798","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PJ,"52.193366","-0.420676","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BH,"52.191656","-0.307045","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EP,"52.174100","-0.316208","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QA,"52.180540","-0.397040","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3DH,"52.189425","-0.350184","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3ER,"52.178360","-0.317919","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AU,"52.195808","-0.307575","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QB,"52.181865","-0.397300","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AA,"52.194581","-0.297921","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AB,"52.195965","-0.297868","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PN,"52.183838","-0.392943","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BL,"52.192804","-0.314419","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3ET,"52.175069","-0.340785","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QD,"52.182658","-0.394082","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3EA,"52.178621","-0.315423","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2QE,"52.185432","-0.405071","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 2PP,"52.198484","-0.413456","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3BN,"52.192927","-0.318628","E01017542","Bedford 004D","52.18902","-0.33608",15782
MK44 3AY,"52.207351","-0.308058","E01017542","Bedford 004D","52.18902","-0.33608",15782
PE19 6YQ,"52.207557","-0.267744","E01017542","Bedford 004D","52.18902","-0.33608",15782
PE19 6WA,"52.208058","-0.267549","E01017542","Bedford 004D","52.18902","-0.33608",15782
