postcode,"postcodelat","postcodelong","lsoacode","lsoaname","lsoalat","lsoalong","IMD-rank"
MK41 7YU,"52.166059","-0.457334","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YA,"52.165118","-0.460291","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YB,"52.164129","-0.454842","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YW,"52.164135","-0.458000","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XN,"52.165707","-0.455138","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YX,"52.165600","-0.457291","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YD,"52.164902","-0.455473","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YY,"52.164577","-0.456786","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YF,"52.164199","-0.451286","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YG,"52.166614","-0.455736","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XR,"52.165417","-0.459827","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YH,"52.164738","-0.452613","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YJ,"52.164545","-0.454330","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XB,"52.165682","-0.456660","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XW,"52.166181","-0.453601","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7UP,"52.164765","-0.458095","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XD,"52.166295","-0.456112","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YN,"52.164129","-0.458936","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XY,"52.166001","-0.454295","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XE,"52.166065","-0.459863","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7XF,"52.166150","-0.459495","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7ST,"52.166688","-0.458701","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7SU,"52.166966","-0.458648","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YQ,"52.164328","-0.452832","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YS,"52.165196","-0.458694","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7SX,"52.166927","-0.457669","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7YT,"52.165918","-0.458245","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK41 7SY,"52.166704","-0.456493","E01017458","Bedford 005F","52.16523","-0.45590",25054
MK43 8DX,"52.164051","-0.621333","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8HA,"52.160427","-0.625875","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DD,"52.161724","-0.620718","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BF,"52.158979","-0.601360","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EN,"52.162386","-0.626575","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DY,"52.164550","-0.623204","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8HB,"52.161515","-0.626646","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DE,"52.161889","-0.620216","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BG,"52.158532","-0.600862","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BH,"52.159038","-0.598741","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EP,"52.162993","-0.625387","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EQ,"52.172312","-0.628054","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DH,"52.161119","-0.619684","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BJ,"52.159069","-0.597629","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8ER,"52.161852","-0.627849","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8AA,"52.155102","-0.625717","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8ES,"52.161316","-0.628918","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8AB,"52.149135","-0.625272","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DJ,"52.162393","-0.620259","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8ET,"52.160820","-0.627997","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EU,"52.160577","-0.627172","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EA,"52.164716","-0.622044","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8AD,"52.140501","-0.617340","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DL,"52.162465","-0.621017","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EB,"52.164937","-0.623265","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EW,"52.161042","-0.629292","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DN,"52.163288","-0.622205","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EX,"52.163017","-0.622842","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8ED,"52.163799","-0.623622","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EY,"52.164206","-0.625305","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EE,"52.164457","-0.624494","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DP,"52.162886","-0.620068","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BS,"52.156807","-0.588841","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EG,"52.163814","-0.624850","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DR,"52.162884","-0.621501","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BT,"52.158939","-0.579959","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DS,"52.163361","-0.620770","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BA,"52.162130","-0.614682","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DT,"52.163826","-0.621311","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BB,"52.161414","-0.607336","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EJ,"52.162475","-0.625724","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DU,"52.164870","-0.620592","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DA,"52.162068","-0.624713","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8DB,"52.162520","-0.622609","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8GJ,"52.159689","-0.627345","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BD,"52.156544","-0.603804","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8EL,"52.165353","-0.628852","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8UA,"52.145461","-0.579934","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK43 8BE,"52.159422","-0.599270","E01017546","Bedford 002E","52.15619","-0.60778",26213
MK42 8BU,"52.121720","-0.496084","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QT,"52.123218","-0.500050","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8RJ,"52.122287","-0.500403","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UR,"52.123366","-0.496160","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QU,"52.123055","-0.498610","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8DA,"52.120025","-0.493657","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UT,"52.123689","-0.495404","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QW,"52.124636","-0.499126","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UU,"52.123730","-0.494394","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QX,"52.123863","-0.499167","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QY,"52.124095","-0.498297","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QZ,"52.123218","-0.500050","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UX,"52.123705","-0.495973","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8AU,"52.121128","-0.493416","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8YY,"52.119607","-0.494037","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UH,"52.123986","-0.496869","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8RA,"52.124294","-0.499152","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8AX,"52.120001","-0.493191","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8DL,"52.120219","-0.492643","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UJ,"52.124659","-0.497416","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8RD,"52.122544","-0.499430","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UL,"52.124798","-0.497017","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8UN,"52.124174","-0.495387","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8BT,"52.121803","-0.495599","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 8QS,"52.123965","-0.500113","E01017509","Bedford 016A","52.12258","-0.49652",5538
MK42 9UX,"52.116557","-0.462533","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UD,"52.118990","-0.461515","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9XL,"52.118423","-0.462148","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UY,"52.116829","-0.464072","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UZ,"52.118341","-0.463480","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UG,"52.118271","-0.464271","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UH,"52.118209","-0.460957","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UJ,"52.118423","-0.459416","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9TU,"52.118107","-0.465518","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UL,"52.118789","-0.458542","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9RE,"52.118796","-0.465246","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9TX,"52.117101","-0.464925","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9TY,"52.115642","-0.465398","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9XB,"52.116818","-0.462524","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9TZ,"52.116394","-0.465869","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9XD,"52.117447","-0.462503","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UQ,"52.116701","-0.465946","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UR,"52.117864","-0.457931","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UT,"52.117337","-0.459556","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9XH,"52.117918","-0.462063","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UU,"52.117706","-0.459572","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UA,"52.117573","-0.464587","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9UB,"52.119139","-0.464650","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK42 9XJ,"52.118826","-0.464120","E01017477","Bedford 015F","52.11723","-0.46083",1971
MK43 7TE,"52.172631","-0.520473","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SP,"52.171002","-0.520322","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RG,"52.174112","-0.524606","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TF,"52.176401","-0.522103","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SQ,"52.171627","-0.522188","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RH,"52.171961","-0.527997","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TG,"52.167654","-0.520828","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SR,"52.171498","-0.521154","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TH,"52.167652","-0.522831","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SS,"52.170546","-0.521990","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RJ,"52.169923","-0.528942","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7ST,"52.168571","-0.530141","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SU,"52.169896","-0.532583","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SA,"52.172266","-0.525837","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RL,"52.170399","-0.526805","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SB,"52.172210","-0.524918","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SW,"52.171660","-0.530581","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RN,"52.170466","-0.525648","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SX,"52.170353","-0.532495","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SD,"52.172321","-0.523686","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SY,"52.176285","-0.523598","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SE,"52.171516","-0.526228","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RP,"52.169176","-0.526773","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SZ,"52.178403","-0.522578","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SF,"52.170723","-0.524631","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RQ,"52.174303","-0.522567","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK41 6AB,"52.179261","-0.501473","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SG,"52.171624","-0.523343","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RR,"52.169409","-0.525230","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SH,"52.173067","-0.522974","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RS,"52.169370","-0.523608","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RT,"52.168459","-0.524077","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SJ,"52.172639","-0.524670","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RU,"52.167278","-0.525242","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7PW,"52.168216","-0.521847","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RB,"52.174002","-0.520808","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TA,"52.175481","-0.519779","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SL,"52.172397","-0.521928","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RW,"52.169860","-0.526107","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TB,"52.172609","-0.527332","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RX,"52.166751","-0.521179","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RD,"52.176686","-0.522620","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7SN,"52.171922","-0.520569","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RY,"52.165094","-0.516716","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RE,"52.168469","-0.519792","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7TD,"52.173387","-0.521939","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RZ,"52.165906","-0.514087","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK43 7RF,"52.172577","-0.518296","E01017528","Bedford 003E","52.17513","-0.53114",29947
MK44 3QN,"52.134491","-0.373722","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PY,"52.137244","-0.380416","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3RX,"52.131997","-0.353431","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TW,"52.129019","-0.389758","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QP,"52.135092","-0.371041","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TX,"52.121504","-0.386625","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PG,"52.139577","-0.398467","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QQ,"52.138219","-0.372213","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TY,"52.117616","-0.387627","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QR,"52.138476","-0.364809","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TZ,"52.106251","-0.382386","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QS,"52.132785","-0.366742","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QT,"52.133094","-0.370938","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TH,"52.125370","-0.389875","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QU,"52.126515","-0.361376","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QA,"52.136786","-0.377832","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QB,"52.136870","-0.379378","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TJ,"52.127903","-0.390353","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QW,"52.134384","-0.374500","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QX,"52.137208","-0.373185","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UA,"52.118854","-0.382821","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QD,"52.137450","-0.377077","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TL,"52.128169","-0.389394","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UB,"52.113085","-0.370075","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PP,"52.133185","-0.375523","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TN,"52.129614","-0.388553","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UD,"52.103795","-0.363420","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QG,"52.138569","-0.373486","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PR,"52.132381","-0.379848","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UE,"52.120280","-0.387823","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QH,"52.136989","-0.374274","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TP,"52.131440","-0.385288","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PS,"52.133789","-0.374989","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PT,"52.135831","-0.380994","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QJ,"52.136476","-0.372978","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TR,"52.130585","-0.393179","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PU,"52.136344","-0.382933","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UH,"52.133450","-0.401506","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TS,"52.133319","-0.400459","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3QL,"52.135092","-0.373671","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TT,"52.123521","-0.392089","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3UJ,"52.123681","-0.388022","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3TU,"52.122265","-0.388979","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3PX,"52.135970","-0.386483","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK44 3DG,"52.135723","-0.374408","E01017496","Bedford 004C","52.12340","-0.37611",25843
MK43 8UB,"52.144089","-0.538912","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QE,"52.141957","-0.532303","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QF,"52.141556","-0.533368","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8TN,"52.146991","-0.539460","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PQ,"52.143094","-0.542802","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8UD,"52.144834","-0.539574","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QG,"52.143167","-0.535668","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PR,"52.142811","-0.543893","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8HD,"52.141971","-0.537768","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8UE,"52.145079","-0.538982","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QH,"52.142043","-0.536319","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NA,"52.143507","-0.539866","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8UF,"52.143592","-0.541632","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8TQ,"52.147286","-0.538632","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NB,"52.143157","-0.539892","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QJ,"52.142704","-0.538197","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PU,"52.144465","-0.533740","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8LX,"52.144110","-0.540621","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8LY,"52.145437","-0.540315","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PB,"52.145921","-0.538019","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8ND,"52.144608","-0.540210","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QL,"52.143036","-0.535906","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PW,"52.143136","-0.533886","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8LZ,"52.144398","-0.539939","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QN,"52.143600","-0.538621","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PY,"52.143942","-0.533611","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PE,"52.145501","-0.536089","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NG,"52.145647","-0.540571","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PZ,"52.142097","-0.533482","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QP,"52.141049","-0.535241","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QQ,"52.142211","-0.536869","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8SP,"52.142494","-0.534258","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NJ,"52.141791","-0.535582","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QR,"52.141757","-0.542320","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8TG,"52.146580","-0.538991","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NL,"52.142653","-0.539879","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QT,"52.143614","-0.537641","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8NN,"52.142578","-0.540379","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QB,"52.144694","-0.536963","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8TJ,"52.146267","-0.541252","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8PN,"52.143621","-0.532380","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QX,"52.141938","-0.532946","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8QD,"52.144811","-0.537690","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8TL,"52.146685","-0.540873","E01017459","Bedford 008A","52.14457","-0.54100",30756
MK43 8SW,"52.132363","-0.586852","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RN,"52.121714","-0.523414","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SX,"52.118947","-0.590504","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BN,"52.110450","-0.527875","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SY,"52.115376","-0.584366","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SE,"52.130593","-0.563051","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RP,"52.128821","-0.526598","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8LU,"52.137175","-0.528135","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SZ,"52.115362","-0.580175","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SF,"52.128913","-0.566859","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BP,"52.110308","-0.525864","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TP,"52.133033","-0.561876","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SG,"52.129669","-0.566966","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RR,"52.128649","-0.527203","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SH,"52.131846","-0.567028","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RS,"52.131796","-0.528648","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9HN,"52.109661","-0.524440","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TR,"52.131536","-0.562275","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RT,"52.130801","-0.531091","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BS,"52.110820","-0.523642","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TS,"52.143613","-0.560191","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RU,"52.125976","-0.540015","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BT,"52.111984","-0.524042","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TT,"52.145628","-0.561748","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BU,"52.112296","-0.524543","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TU,"52.134898","-0.580066","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TA,"52.121603","-0.569095","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8SL,"52.133634","-0.569148","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RW,"52.126096","-0.525066","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BB,"52.108861","-0.540398","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8TB,"52.121693","-0.570596","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 8RX,"52.128221","-0.537648","E01017547","Bedford 002F","52.12513","-0.56004",20870
MK43 9BW,"52.109139","-0.536008","E01017547","Bedford 002F","52.12513","-0.56004",20870
